धातुः	धातुपाठे	अर्थः	गणः	संख्या	लकारः	पदम्	प्र॰एक॰	प्र॰द्वि॰	प्र॰बहु॰	म॰एक॰	म॰द्वि॰	म॰बहु॰	उ॰एक॰	उ॰द्वि॰	उ॰बहु॰
स्कुन्द्	स्कु॑दिँ॒	आप्रवणे	भ्वादि	01.0009	लुङ्	आत्मने॰	अस्कुन्दिष्ट	अस्कुन्दिषाताम्	अस्कुन्दिषत	अस्कुन्दिष्ठाः	अस्कुन्दिषाथाम्	अस्कुन्दिध्वम्	अस्कुन्दिषि	अस्कुन्दिष्वहि	अस्कुन्दिष्महि
स्कुन्द्	स्कु॑दिँ॒	आप्रवणे	भ्वादि	01.0009	लृङ्	आत्मने॰	अस्कुन्दिष्यत	अस्कुन्दिष्येताम्	अस्कुन्दिष्यन्त	अस्कुन्दिष्यथाः	अस्कुन्दिष्येथाम्	अस्कुन्दिष्यध्वम्	अस्कुन्दिष्ये	अस्कुन्दिष्यावहि	अस्कुन्दिष्यामहि
श्विन्द्	श्वि॑दिँ॒	श्वैत्ये	भ्वादि	01.0010	लट्	आत्मने॰	श्विन्दते	श्विन्देते	श्विन्दन्ते	श्विन्दसे	श्विन्देथे	श्विन्दध्वे	श्विन्दे	श्विन्दावहे	श्विन्दामहे
श्विन्द्	श्वि॑दिँ॒	श्वैत्ये	भ्वादि	01.0010	लिट्	आत्मने॰	शिश्विन्दे	शिश्विन्दाते	शिश्विन्दिरे	शिश्विन्दिषे	शिश्विन्दाथे	शिश्विन्दिध्वे	शिश्विन्दे	शिश्विन्दिवहे	शिश्विन्दिमहे
श्विन्द्	श्वि॑दिँ॒	श्वैत्ये	भ्वादि	01.0010	लुट्	आत्मने॰	श्विन्दिता	श्विन्दितारौ	श्विन्दितारः	श्विन्दितासे	श्विन्दितासाथे	श्विन्दिताध्वे	श्विन्दिताहे	श्विन्दितास्वहे	श्विन्दितास्महे
श्विन्द्	श्वि॑दिँ॒	श्वैत्ये	भ्वादि	01.0010	लृट्	आत्मने॰	श्विन्दिष्यते	श्विन्दिष्येते	श्विन्दिष्यन्ते	श्विन्दिष्यसे	श्विन्दिष्येथे	श्विन्दिष्यध्वे	श्विन्दिष्ये	श्विन्दिष्यावहे	श्विन्दिष्यामहे
श्विन्द्	श्वि॑दिँ॒	श्वैत्ये	भ्वादि	01.0010	लोट्	आत्मने॰	श्विन्दताम्	श्विन्देताम्	श्विन्दन्ताम्	श्विन्दस्व	श्विन्देथाम्	श्विन्दध्वम्	श्विन्दै	श्विन्दावहै	श्विन्दामहै
श्विन्द्	श्वि॑दिँ॒	श्वैत्ये	भ्वादि	01.0010	लङ्	आत्मने॰	अश्विन्दत	अश्विन्देताम्	अश्विन्दन्त	अश्विन्दथाः	अश्विन्देथाम्	अश्विन्दध्वम्	अश्विन्दे	अश्विन्दावहि	अश्विन्दामहि
श्विन्द्	श्वि॑दिँ॒	श्वैत्ये	भ्वादि	01.0010	विधिलिङ्	आत्मने॰	श्विन्देत	श्विन्देयाताम्	श्विन्देरन्	श्विन्देथाः	श्विन्देयाथाम्	श्विन्देध्वम्	श्विन्देय	श्विन्देवहि	श्विन्देमहि
श्विन्द्	श्वि॑दिँ॒	श्वैत्ये	भ्वादि	01.0010	आशीर्लिङ्	आत्मने॰	श्विन्दिषीष्ट	श्विन्दिषीयास्ताम्	श्विन्दिषीरन्	श्विन्दिषीष्ठाः	श्विन्दिषीयास्थाम्	श्विन्दिषीध्वम्	श्विन्दिषीय	श्विन्दिषीवहि	श्विन्दिषीमहि
श्विन्द्	श्वि॑दिँ॒	श्वैत्ये	भ्वादि	01.0010	लुङ्	आत्मने॰	अश्विन्दिष्ट	अश्विन्दिषाताम्	अश्विन्दिषत	अश्विन्दिष्ठाः	अश्विन्दिषाथाम्	अश्विन्दिध्वम्	अश्विन्दिषि	अश्विन्दिष्वहि	अश्विन्दिष्महि
श्विन्द्	श्वि॑दिँ॒	श्वैत्ये	भ्वादि	01.0010	लृङ्	आत्मने॰	अश्विन्दिष्यत	अश्विन्दिष्येताम्	अश्विन्दिष्यन्त	अश्विन्दिष्यथाः	अश्विन्दिष्येथाम्	अश्विन्दिष्यध्वम्	अश्विन्दिष्ये	अश्विन्दिष्यावहि	अश्विन्दिष्यामहि
वन्द्	व॑दिँ॒	अभिवादनस्तुत्योः	भ्वादि	01.0011	लट्	आत्मने॰	वन्दते	वन्देते	वन्दन्ते	वन्दसे	वन्देथे	वन्दध्वे	वन्दे	वन्दावहे	वन्दामहे
वन्द्	व॑दिँ॒	अभिवादनस्तुत्योः	भ्वादि	01.0011	लिट्	आत्मने॰	ववन्दे	ववन्दाते	ववन्दिरे	ववन्दिषे	ववन्दाथे	ववन्दिध्वे	ववन्दे	ववन्दिवहे	ववन्दिमहे
वन्द्	व॑दिँ॒	अभिवादनस्तुत्योः	भ्वादि	01.0011	लुट्	आत्मने॰	वन्दिता	वन्दितारौ	वन्दितारः	वन्दितासे	वन्दितासाथे	वन्दिताध्वे	वन्दिताहे	वन्दितास्वहे	वन्दितास्महे
